thermo          100
thermo_style    custom step temp c_ctemp pe ke etotal press
dump            traj all custom ${DUMPEVERY} trajectories/${MODEL}_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/${MODEL}_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/model_b_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/model_b_ramp_900K.lammpstrj id type xu yu zu
dump_modify     traj sort id

# CONTINUOUS HEAT-UP: NO velocity re-initialization. The carried-over state is
# brought to TSTAGE by the thermostat (the start structure is ~300 K from
# Phase 4/5 equilibration; each later stage continues from the previous final).
fix             nvt mobile nvt temp ${TSTAGE} ${TSTAGE} ${TDAMP}
fix             nvt mobile nvt temp 900 ${TSTAGE} ${TDAMP}
fix             nvt mobile nvt temp 900 900 ${TDAMP}
fix             nvt mobile nvt temp 900 900 25
timestep        ${DT}
timestep        0.25
run             ${NSTEPS}
run             40000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- pair reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 number =  {4--5},
 pages =   {245--259}
}

- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 pages =   {245--259}
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

WARNING: Fix recenter should come after all other integration fixes (src/fix_recenter.cpp:130)
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 2 2 7
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reaxff, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Per MPI rank memory allocation (min/avg/max) = 91.36 | 91.36 | 91.36 Mbytes
   Step          Temp         c_ctemp         PotEng         KinEng         TotEng         Press     
      3400   742.0601       901.07297     -7441.1657      150.41193     -7290.7537      20477.987    
      3500   633.40298      769.13219     -7437.6896      128.38767     -7309.3019      26836.262    
      3600   587.16063      712.98076     -7427.1578      119.01457     -7308.1433      14242.808    
      3700   718.9164       872.96991     -7409.8105      145.72082     -7264.0896      34059.117    
      3800   671.34769      815.20792     -7386.9988      136.07888     -7250.9199      28469.273    
      3900   806.84404      979.73919     -7408.8715      163.54332     -7245.3281      23026.402    
      4000   804.52696      976.9256      -7428.341       163.07366     -7265.2674      21846.703    
      4100   575.99264      699.41964     -7412.3065      116.75088     -7295.5556      22243.754    
      4200   690.17641      838.07135     -7421.8238      139.89536     -7281.9285      24407.326    
      4300   847.92586      1029.6243     -7434.59        171.8704      -7262.7196      11101.441    
      4400   660.97237      802.60931     -7400.111       133.97585     -7266.1351      22373.268    
      4500   780.47437      947.71887     -7414.338       158.19832     -7256.1397      15181.327    
      4600   789.70768      958.93075     -7404.3637      160.06986     -7244.2938      7158.7704    
      4700   814.30588      988.8         -7395.1907      165.0558      -7230.1349      19007.843    
      4800   741.12183      899.93366     -7385.1183      150.22175     -7234.8965      18910.501    
      4900   735.33951      892.91226     -7404.3062      149.0497      -7255.2565      20679.339    
      5000   589.99002      716.41645     -7395.703       119.58808     -7276.1149      14604.781    
      5100   654.64233      794.92283     -7412.2893      132.69278     -7279.5965      16160.018    
      5200   806.24691      979.01411     -7425.5078      163.42228     -7262.0855      23741.013    
      5300   739.44923      897.90263     -7377.0483      149.88272     -7227.1656      11907.318    
      5400   821.98241      998.1215      -7393.7028      166.61179     -7227.091       16553.492    
      5500   729.36566      885.6583      -7404.9758      147.83883     -7257.1369      16855.703    
      5600   817.40686      992.56547     -7426.4957      165.68435     -7260.8113      31289.376    
      5700   696.71247      846.008       -7401.361       141.22019     -7260.1408      19482.375    
      5800   721.56563      876.18684     -7400.9151      146.25781     -7254.6573      15591.292    
      5900   795.62167      966.11203     -7419.4381      161.2686      -7258.1695      19303.663    
      6000   830.88794      1008.9354     -7436.09        168.4169      -7267.6731      20393.963    
      6100   665.66019      808.30167     -7423.675       134.92605     -7288.7489      25081.487    
      6200   584.10007      709.26437     -7413.5177      118.39421     -7295.1235      8395.2951    
      6300   740.3192       898.95903     -7416.3839      150.05906     -7266.3249      14155.947    
      6400   768.08141      932.67028     -7389.7739      155.68633     -7234.0876      12500.244    
      6500   682.90223      829.23842     -7380.8806      138.42092     -7242.4597      12541.21     
      6600   821.47864      997.50977     -7428.2697      166.50968     -7261.76        9877.4001    
      6700   705.14268      856.24469     -7424.9908      142.92895     -7282.0618      2569.2769    
      6800   776.97845      943.47384     -7439.4904      157.48971     -7282.0007     -10981.105    
      6900   678.03595      823.32937     -7425.305       137.43455     -7287.8705      12021.582    
      7000   738.7547       897.05928     -7438.7686      149.74195     -7289.0266     -12974.373    
      7100   765.06275      929.00477     -7442.5844      155.07446     -7287.5099     -7820.478     
      7200   686.76521      833.92919     -7419.2336      139.20393     -7280.0297     -1505.1588    
      7300   742.53138      901.64525     -7429.2034      150.50746     -7278.696      -7502.6391    
      7400   747.18886      907.30076     -7447.1091      151.45151     -7295.6576      6235.9922    
      7500   715.49508      868.81545     -7463.1292      145.02733     -7318.1018     -3631.7787    
      7600   683.82182      830.35507     -7462.5789      138.60732     -7323.9716     -954.28372    
      7700   794.40306      964.63229     -7451.6414      161.02159     -7290.6198      6242.5014    
      7800   800.13382      971.59107     -7423.7504      162.18319     -7261.5672     -376.55455    
      7900   677.85747      823.11265     -7397.6592      137.39838     -7260.2608      16110.1      
      8000   844.07605      1024.9495     -7443.2444      171.09006     -7272.1543     -3261.6816    
      8100   651.88673      791.57675     -7442.8365      132.13424     -7310.7022      11786.332    
      8200   768.83673      933.58746     -7461.3467      155.83943     -7305.5073      14297.476    
      8300   727.5743       883.48308     -7449.3241      147.47573     -7301.8484     -7311.7188    
      8400   770.46954      935.57015     -7443.9242      156.17039     -7287.7538      16926.36     
      8500   755.61345      917.53061     -7402.3592      153.15913     -7249.2001     -20249.929    
      8600   851.41422      1033.8601     -7416.7623      172.57748     -7244.1848      5604.0441    
      8700   825.89585      1002.8735     -7437.4888      167.40503     -7270.0838     -8394.9212    
      8800   665.15765      807.69143     -7427.4594      134.82418     -7292.6352      2430.0552    
      8900   749.35675      909.9332      -7450.3334      151.89093     -7298.4425      8781.0675    
      9000   778.16116      944.90999     -7459.5541      157.72944     -7301.8246      2220.4119    
      9100   755.61334      917.53048     -7444.2224      153.15911     -7291.0633      6676.9094    
      9200   888.75363      1079.2008     -7428.6594      180.14599     -7248.5134      15584.78     
      9300   833.12986      1011.6577     -7433.2524      168.87133     -7264.3811      4312.9492    
      9400   660.47567      802.00617     -7427.1338      133.87517     -7293.2586      13907.263    
      9500   736.69021      894.5524      -7441.2474      149.32348     -7291.9239     -4243.5025    
      9600   769.14455      933.96124     -7446.2667      155.90182     -7290.3649     -3854.2772    
      9700   719.66478      873.87866     -7443.2822      145.87251     -7297.4097      6929.403     
      9800   767.91965      932.47386     -7456.8793      155.65354     -7301.2258     -3803.4321    
      9900   561.78238      682.16432     -7442.9209      113.87053     -7329.0504      6757.2091    
     10000   657.50937      798.40424     -7467.5528      133.27392     -7334.2789      9645.6207    
     10100   714.78843      867.95738     -7447.7466      144.8841      -7302.8625     -8159.6473    
     10200   797.51661      968.41303     -7445.7881      161.6527      -7284.1354      23544.144    
     10300   765.26949      929.25581     -7454.1188      155.11636     -7299.0025      4228.5394    
     10400   644.71021      782.86239     -7447.4144      130.67959     -7316.7348     -4471.4914    
     10500   697.47311      846.93164     -7449.1052      141.37437     -7307.7309      350.89883    
     10600   815.76949      990.57724     -7457.8042      165.35247     -7292.4518     -4923.0564    
     10700   834.52541      1013.3523     -7427.2468      169.1542      -7258.0926      16676.446    
     10800   922.81199      1120.5574     -7419.5609      187.04945     -7232.5114      3147.6873    
     10900   741.98012      900.97586     -7422.7407      150.39572     -7272.345      -8719.7544    
     11000   653.93835      794.06799     -7434.2057      132.55009     -7301.6556      10255.452    
     11100   664.06533      806.36504     -7446.0005      134.60278     -7311.3977     -186.605      
     11200   681.85802      827.97045     -7435.4862      138.20927     -7297.2769      8235.297     
     11300   826.18382      1003.2232     -7424.1097      167.4634      -7256.6463      3549.9482    
     11400   817.19717      992.31085     -7419.4066      165.64185     -7253.7647     -1585.6398    
     11500   712.94329      865.71686     -7410.2941      144.5101      -7265.784       4916.7108    
     11600   675.50544      820.2566      -7418.3983      136.92163     -7281.4767     -4692.7824    
     11700   831.1902       1009.3024     -7457.869       168.47817     -7289.3909      10702.366    
     11800   717.36906      871.091       -7442.8237      145.40718     -7297.4166      3484.992     
     11900   784.80117      952.97285     -7454.9118      159.07534     -7295.8365     -1498.3845    
     12000   721.87716      876.56513     -7447.5817      146.32095     -7301.2607     -4232.5031    
     12100   693.43952      842.0337      -7442.4184      140.55678     -7301.8616      13060.055    
     12200   744.38381      903.89463     -7428.7392      150.88294     -7277.8563      10707.133    
     12300   908.44793      1103.1153     -7437.8587      184.13793     -7253.7208      5811.3619    
     12400   693.26638      841.82346     -7410.3197      140.52169     -7269.798       10402.668    
     12500   796.38958      967.04449     -7458.6225      161.42425     -7297.1983      26354.73     
     12600   645.17813      783.43059     -7453.698       130.77443     -7322.9236      10419.115    
     12700   638.5938       775.43533     -7448.4613      129.43982     -7319.0215     -5746.0729    
     12800   739.81095      898.34187     -7451.5567      149.95604     -7301.6007      3841.0999    
     12900   766.96137      931.31024     -7444.9881      155.4593      -7289.5288     -1814.1098    
     13000   663.04679      805.12824     -7413.8294      134.39632     -7279.4331      20992.164    
     13100   868.06988      1054.0849     -7424.4899      175.9535      -7248.5364      16506.582    
     13200   1006.1372      1221.738      -7393.7936      203.93905     -7189.8546      3592.7006    
     13300   820.64072      996.4923      -7383.401       166.33984     -7217.0612      8786.9688    
     13400   802.66468      974.66426     -7426.994       162.69618     -7264.2978     -2702.797     
     13500   856.8173       1040.421      -7465.799       173.67265     -7292.1263      1669.9049    
     13600   672.21326      816.25895     -7455.1155      136.25432     -7318.8611      10119.423    
     13700   654.35392      794.57262     -7441.0919      132.63432     -7308.4576      6213.1699    
     13800   773.78242      939.59294     -7440.8034      156.84189     -7283.9615      13476.842    
     13900   757.30627      919.58619     -7443.3071      153.50226     -7289.8049      2197.2749    
     14000   609.67235      740.31643     -7449.3567      123.57759     -7325.7791      6421.6052    
     14100   666.8051       809.69191     -7470.2627      135.15812     -7335.1045     -3863.0602    
     14200   783.1486       950.96616     -7466.8392      158.74037     -7308.0988      1678.6869    
     14300   804.09747      976.40407     -7451.6873      162.9866      -7288.7007      4724.7241    
     14400   767.89073      932.43874     -7443.0352      155.64767     -7287.3875      1659.6374    
     14500   794.40017      964.62878     -7448.3866      161.02101     -7287.3656      4153.6389    
     14600   776.16779      942.48946     -7456.6391      157.3254      -7299.3137      1898.6635    
     14700   587.36324      713.22679     -7439.3391      119.05564     -7320.2835     -722.37513    
     14800   670.73002      814.45788     -7465.3333      135.95368     -7329.3796     -1286.6586    
     14900   796.68252      967.4002      -7471.2554      161.48363     -7309.7718      3337.8485    
     15000   828.99803      1006.6405     -7447.731       168.03383     -7279.6972      8468.705     
     15100   724.45447      879.69471     -7429.4402      146.84336     -7282.5969      6090.4939    
     15200   703.99381      854.84963     -7450.7553      142.69608     -7308.0593     -5342.3861    
     15300   588.20736      714.25179     -7458.4677      119.22674     -7339.241       4215.2717    
     15400   654.36238      794.58289     -7461.1011      132.63604     -7328.4651     -13213.873    
     15500   672.30026      816.3646      -7447.6224      136.27196     -7311.3504      11453.194    
     15600   716.83493      870.44241     -7432.7848      145.29892     -7287.4858      24161.916    
     15700   835.45893      1014.4858     -7440.6837      169.34342     -7271.3402      17204.189    
     15800   778.3581       945.14913     -7438.9231      157.76936     -7281.1537      3833.9807    
     15900   668.1611       811.33848     -7428.4507      135.43297     -7293.0177      5218.3122    
     16000   766.65016      930.93234     -7447.275       155.39622     -7291.8788      5973.9221    
     16100   747.92422      908.1937      -7449.5283      151.60056     -7297.9277      6482.1937    
     16200   815.83368      990.65519     -7462.308       165.36548     -7296.9425     -2027.2998    
     16300   677.84935      823.10278     -7439.8271      137.39673     -7302.4304      11472.658    
     16400   728.98356      885.19432     -7435.8756      147.76138     -7288.1142      806.64292    
     16500   811.06536      984.86508     -7427.5679      164.39896     -7263.169       21181.131    
     16600   868.96356      1055.17       -7433.2259      176.13464     -7257.0913     -1338.9854    
     16700   703.83098      854.65191     -7440.9802      142.66308     -7298.3172      3701.8807    
     16800   651.16767      790.7036      -7451.4331      131.98849     -7319.4446      12220.45     
     16900   729.46792      885.78247     -7451.1347      147.85956     -7303.2752      8143.6526    
     17000   747.82937      908.07852     -7427.8996      151.58134     -7276.3183      5252.9046    
     17100   790.57293      959.98141     -7427.0474      160.24525     -7266.8022      16202.801    
     17200   765.41524      929.4328      -7433.6681      155.14591     -7278.5222     -6433.7272    
     17300   869.61548      1055.9617     -7477.0549      176.26678     -7300.7881      4191.878     
     17400   556.49774      675.74725     -7435.1793      112.79936     -7322.38        21688.335    
     17500   682.8199       829.13845     -7444.2165      138.40424     -7305.8123      85.59313     
     17600   818.66904      994.09812     -7443.5308      165.94019     -7277.5906      22317.96     
     17700   788.25771      957.17007     -7437.9975      159.77596     -7278.2216      9041.3491    
     17800   692.52657      840.92512     -7440.8138      140.37173     -7300.4421      2741.1695    
     17900   725.21698      880.62061     -7454.8554      146.99792     -7307.8575     -183.98979    
     18000   642.27111      779.90063     -7464.2692      130.1852      -7334.084       13817.578    
     18100   560.02413      680.0293      -7468.8573      113.51414     -7355.3432     -4294.5821    
     18200   622.55344      755.95775     -7455.3757      126.18852     -7329.1872      34858.251    
     18300   700.48135      850.5845      -7441.6103      141.98413     -7299.6262     -223.81665    
     18400   730.61783      887.1788      -7429.7004      148.09264     -7281.6077      8085.9048    
     18500   749.41014      909.99803     -7424.0303      151.90175     -7272.1286      3794.2798    
     18600   831.29345      1009.4278     -7458.8711      168.4991      -7290.372       11361.16     
     18700   627.31306      761.73729     -7451.6912      127.15327     -7324.5379      17509.922    
     18800   668.77394      812.08264     -7446.5252      135.55719     -7310.968       3710.1852    
     18900   713.60352      866.51856     -7433.9547      144.64393     -7289.3108      9037.2128    
     19000   723.4006       878.41502     -7423.0262      146.62975     -7276.3964      8163.5223    
     19100   738.15255      896.3281      -7425.9834      149.61989     -7276.3635     -10397.806    
     19200   789.28969      958.42319     -7449.2069      159.98514     -7289.2218      5738.616     
     19300   495.12134      601.21877     -7429.0213      100.35866     -7328.6626      3910.5433    
     19400   614.12095      745.7183      -7444.1263      124.4793      -7319.647       8314.082     
     19500   793.82233      963.92711     -7463.189       160.90388     -7302.2852      4608.6893    
     19600   782.39984      950.05695     -7453.6004      158.5886      -7295.0118      10847.204    
     19700   761.83541      925.08585     -7444.9208      154.42029     -7290.5005      9657.0573    
     19800   663.02521      805.10204     -7422.7345      134.39195     -7288.3426      2362.0196    
     19900   802.79419      974.82152     -7424.2992      162.72244     -7261.5768     -2915.0221    
     20000   783.55274      951.4569      -7401.5021      158.82229     -7242.6798      17170.741    
     20100   806.20908      978.96816     -7405.6562      163.41462     -7242.2416      8204.2137    
     20200   772.30597      937.8001      -7447.938       156.54262     -7291.3954     -123.74879    
     20300   643.75445      781.70183     -7445.0181      130.48586     -7314.5322      26319.901    
     20400   756.56792      918.68962     -7455.4485      153.3526      -7302.0959     -3253.7555    
     20500   787.34295      956.0593      -7437.8592      159.59055     -7278.2686      10048.892    
     20600   709.96261      862.09746     -7414.9671      143.90593     -7271.0611     -2578.8961    
     20700   729.79576      886.18057     -7459.2413      147.92601     -7311.3152      20054.566    
     20800   684.19723      830.81092     -7472.3834      138.68341     -7333.7         2839.2739    
     20900   719.71548      873.94023     -7465.0596      145.88279     -7319.1768     -2916.8394    
     21000   731.87542      888.70587     -7441.7325      148.34755     -7293.3849     -6331.735     
     21100   717.01037      870.65545     -7426.292       145.33448     -7280.9576      5465.6148    
     21200   759.90908      922.74675     -7426.5742      154.02984     -7272.5443      1289.1464    
     21300   807.17804      980.14476     -7419.8339      163.61102     -7256.2229      17221.246    
     21400   788.96458      958.02842     -7422.2908      159.91924     -7262.3716      10994.932    
     21500   682.54572      828.80551     -7441.6375      138.34866     -7303.2888      7065.3139    
     21600   645.69194      784.0545      -7450.5089      130.87858     -7319.6303      6049.5044    
     21700   735.19327      892.73468     -7459.1649      149.02006     -7310.1449     -7835.4439    
     21800   847.11352      1028.6378     -7460.8512      171.70575     -7289.1454     -9178.8053    
     21900   751.2551       912.23834     -7432.0646      152.27572     -7279.7888      7074.5455    
     22000   813.24143      987.50745     -7448.6382      164.84004     -7283.7981     -2461.3535    
     22100   621.55133      754.7409      -7430.3187      125.9854      -7304.3333      7330.9676    
     22200   685.94848      832.93745     -7430.5721      139.03839     -7291.5337     -5399.4558    
     22300   880.22988      1068.8506     -7436.3892      178.41827     -7257.9709      7552.7932    
     22400   792.52298      962.34934     -7422.6248      160.64051     -7261.9843      7808.8469    
     22500   778.22784      944.99095     -7439.6705      157.74296     -7281.9276     -2480.0384    
     22600   723.82211      878.92685     -7451.4439      146.71518     -7304.7288      38.993794    
     22700   678.38749      823.75624     -7451.5318      137.50581     -7314.0259      14147.867    
     22800   691.09235      839.18357     -7451.886       140.08102     -7311.805      -1483.2621    
     22900   830.428        1008.3769     -7467.2341      168.32367     -7298.9104      21463.203    
     23000   681.29859      827.29115     -7422.367       138.09588     -7284.2711      9181.9175    
     23100   825.15474      1001.9736     -7415.0553      167.25481     -7247.8005      3504.0977    
     23200   897.74963      1090.1245     -7424.1856      181.96944     -7242.2162     -5007.4417    
     23300   758.59803      921.15475     -7424.4512      153.76409     -7270.6871     -10394.62     
     23400   663.98832      806.27154     -7420.6937      134.58717     -7286.1066      3076.8839    
     23500   746.80223      906.83128     -7431.2405      151.37314     -7279.8674     -803.40868    
     23600   873.95856      1061.2354     -7441.4902      177.1471      -7264.3431      7280.5402    
     23700   766.14775      930.32227     -7436.2571      155.29438     -7280.9627      2583.6719    
     23800   663.46888      805.64078     -7456.4793      134.48188     -7321.9974     -10766.984    
     23900   709.8968       862.01755     -7463.418       143.89259     -7319.5254      6739.6846    
     24000   682.39184      828.61866     -7440.9537      138.31747     -7302.6362      12408.141    
     24100   739.8896       898.43738     -7424.8338      149.97198     -7274.8618      14067.811    
     24200   712.43153      865.09542     -7420.5818      144.40637     -7276.1755     -842.625      
     24300   729.42256      885.72739     -7443.3536      147.85037     -7295.5032     -5960.1368    
     24400   743.80406      903.19064     -7452.315       150.76543     -7301.5496      4257.1676    
     24500   779.01095      945.94186     -7443.527       157.90169     -7285.6253      6162.5281    
     24600   830.40973      1008.3547     -7410.5855      168.31997     -7242.2655      18827.515    
     24700   977.31238      1186.7365     -7445.9105      198.09641     -7247.8141      10296.062    
     24800   742.98804      902.19976     -7442.003       150.60002     -7291.403      -11312.612    
     24900   754.43017      916.09378     -7449.3073      152.91929     -7296.388      -8244.6824    
     25000   682.85833      829.18512     -7433.8711      138.41203     -7295.4591      22110.152    
     25100   829.23641      1006.9299     -7439.8899      168.08214     -7271.8077      7566.6877    
     25200   948.90278      1152.2391     -7448.3009      192.33793     -7255.963       1405.4204    
     25300   736.64793      894.50105     -7447.0864      149.31491     -7297.7715      14147.438    
     25400   600.54493      729.23313     -7437.1099      121.72751     -7315.3824      13842.431    
     25500   828.42352      1005.9428     -7464.0392      167.91738     -7296.1218      16129.117    
     25600   853.59885      1036.5129     -7470.7512      173.02029     -7297.7309      20587.998    
     25700   724.22342      879.41416     -7469.194       146.79653     -7322.3974      538.09937    
     25800   540.5534       656.38627     -7461.481       109.56752     -7351.9135      14986.876    
     25900   659.44776      800.75799     -7487.4378      133.66682     -7353.771       5203.4556    
     26000   774.8593       940.90058     -7465.6331      157.06017     -7308.573       11480.222    
     26100   714.62723      867.76164     -7432.0277      144.85143     -7287.1763      22461.293    
     26200   757.05636      919.28272     -7426.5185      153.4516      -7273.0669      2984.5241    
     26300   792.92347      962.83564     -7434.5921      160.72169     -7273.8704      12841.301    
     26400   677.17596      822.28509     -7445.8287      137.26024     -7308.5684     -2028.1978    
     26500   683.9078       830.45947     -7461.3112      138.62475     -7322.6864     -11.492813    
     26600   737.23098      895.20905     -7462.2759      149.4331      -7312.8428      24961.066    
     26700   889.93892      1080.6401     -7463.5058      180.38624     -7283.1196     -546.58974    
     26800   779.694        946.77129     -7435.0846      158.04014     -7277.0444      21680.051    
     26900   816.23041      991.13693     -7481.5314      165.44589     -7316.0855      4627.2279    
     27000   626.68179      760.97075     -7477.2868      127.02532     -7350.2615      11538.373    
     27100   682.64025      828.9203      -7476.6875      138.36782     -7338.3196      8629.1663    
     27200   678.17068      823.49297     -7443.2303      137.46186     -7305.7684      14072.193    
     27300   793.12439      963.07962     -7444.4873      160.76242     -7283.7249      10052.225    
     27400   731.41286      888.14418     -7445.2127      148.25379     -7296.9589      9877.2297    
     27500   755.32012      917.17443     -7476.333       153.09967     -7323.2333     -1128.276     
     27600   636.28487      772.63162     -7452.1092      128.97181     -7323.1374      62.256538    
     27700   696.27748      845.4798      -7446.3826      141.13202     -7305.2506      17703.348    
     27800   853.60536      1036.5208     -7472.0562      173.02161     -7299.0346      16866.755    
     27900   762.11121      925.42076     -7481.1253      154.4762      -7326.6491     -1686.1296    
     28000   633.89404      769.72848     -7468.0785      128.48721     -7339.5913      6827.1045    
     28100   638.2414       775.00742     -7459.6406      129.36839     -7330.2722      8401.5742    
     28200   756.22773      918.27653     -7465.8231      153.28364     -7312.5394      10407.318    
     28300   883.36082      1072.6524     -7473.2894      179.0529      -7294.2365      5621.07      
     28400   661.26961      802.97024     -7450.3108      134.0361      -7316.2747      9613.9474    
     28500   555.7408       674.82812     -7465.6562      112.64593     -7353.0103      3889.648     
