thermo          100
thermo_style    custom step temp c_ctemp pe ke etotal press
dump            traj all custom ${DUMPEVERY} trajectories/${MODEL}_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/${MODEL}_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/model_a_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/model_a_ramp_300K.lammpstrj id type xu yu zu
dump_modify     traj sort id

# CONTINUOUS HEAT-UP: NO velocity re-initialization. The carried-over state is
# brought to TSTAGE by the thermostat (the start structure is ~300 K from
# Phase 4/5 equilibration; each later stage continues from the previous final).
fix             nvt mobile nvt temp ${TSTAGE} ${TSTAGE} ${TDAMP}
fix             nvt mobile nvt temp 300 ${TSTAGE} ${TDAMP}
fix             nvt mobile nvt temp 300 300 ${TDAMP}
fix             nvt mobile nvt temp 300 300 25
timestep        ${DT}
timestep        0.25
run             ${NSTEPS}
run             40000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- pair reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 number =  {4--5},
 pages =   {245--259}
}

- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 pages =   {245--259}
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

WARNING: Fix recenter should come after all other integration fixes (src/fix_recenter.cpp:130)
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 2 2 7
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reaxff, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Per MPI rank memory allocation (min/avg/max) = 94.16 | 94.16 | 94.16 Mbytes
   Step          Temp         c_ctemp         PotEng         KinEng         TotEng         Press     
      3500   228.67915      276.82213     -7778.9688      47.033789     -7731.935       40812.256    
      3600   247.09744      299.11795     -7784.3549      50.821986     -7733.5329      30705.48     
      3700   254.8101       308.45433     -7784.4129      52.408294     -7732.0046      28286.837    
      3800   237.27422      287.22669     -7770.986       48.801588     -7722.1844      20172.631    
      3900   288.96748      349.80274     -7773.958       59.433645     -7714.5244      28039.835    
      4000   254.64953      308.25995     -7774.0285      52.375269     -7721.6532      16190.493    
      4100   217.47056      263.25383     -7778.7761      44.728451     -7734.0476      23988.071    
      4200   235.60919      285.21113     -7783.5464      48.459131     -7735.0873      26780.46     
      4300   248.05944      300.28248     -7783.4315      51.019847     -7732.4117      31853.635    
      4400   234.85107      284.29341     -7776.6003      48.303205     -7728.2971      40355.923    
      4500   269.13383      325.79359     -7774.8385      55.354341     -7719.4842      40983.5      
      4600   294.55021      356.56078     -7778.0502      60.581877     -7717.4683      49727.769    
      4700   248.35293      300.63776     -7779.5355      51.080211     -7728.4553      57533.018    
      4800   254.92755      308.59651     -7789.4255      52.432452     -7736.993       49311.983    
      4900   217.99346      263.88682     -7785.006       44.836        -7740.17        42908.017    
      5000   233.57178      282.74479     -7778.9989      48.040085     -7730.9588      33466.77     
      5100   229.40241      277.69766     -7767.85        47.182546     -7720.6675      31711.246    
      5200   276.76757      335.03443     -7772.5485      56.924418     -7715.6241      30520.914    
      5300   313.32009      379.28221     -7777.9969      64.442389     -7713.5545      24777.425    
      5400   272.6693       330.07336     -7782.9651      56.081502     -7726.8836      30504.767    
      5500   235.4514       285.02012     -7782.9112      48.426677     -7734.4845      35057.685    
      5600   233.17044      282.25895     -7779.0288      47.957538     -7731.0713      34887.02     
      5700   237.72493      287.77229     -7770.0842      48.894288     -7721.1899      39272.337    
      5800   269.93009      326.75748     -7770.5951      55.518112     -7715.077       48413.793    
      5900   228.70857      276.85774     -7763.828       47.03984      -7716.7881      41637.724    
      6000   251.0823       303.94173     -7771.1998      51.641575     -7719.5583      34894.255    
      6100   231.96332      280.7977      -7779.6053      47.709263     -7731.896       30102.082    
      6200   221.24577      267.82383     -7785.2177      45.504922     -7739.7128      26841.575    
      6300   220.91815      267.42723     -7781.9862      45.437537     -7736.5487      26661.271    
      6400   264.80325      320.5513      -7783.5686      54.463644     -7729.105       17522.333    
      6500   230.7694       279.35243     -7772.0021      47.463703     -7724.5384      12519.153    
      6600   230.56566      279.1058      -7769.6666      47.421799     -7722.2448      12125.01     
      6700   251.2795       304.18044     -7774.8859      51.682135     -7723.2038      15336.293    
      6800   224.04875      271.21691     -7777.6516      46.081427     -7731.5702      19576.374    
      6900   202.05139      244.58852     -7775.964       41.5571       -7734.4069      18803.357    
      7000   228.24524      276.29687     -7771.5669      46.944544     -7724.6224      20487.645    
      7100   278.46033      337.08355     -7775.057       57.272577     -7717.7845      15971.74     
      7200   240.25406      290.83386     -7771.0995      49.414468     -7721.685       13266.714    
      7300   245.32107      296.96761     -7779.7553      50.45663      -7729.2987      21719.39     
      7400   219.78717      266.05816     -7787.8608      45.204923     -7742.6559      29533.484    
      7500   170.46272      206.34961     -7776.4343      35.060072     -7741.3742      24238.215    
      7600   260.95041      315.88734     -7786.5912      53.671208     -7732.92        19562.316    
      7700   297.42877      360.04535     -7790.2104      61.173928     -7729.0364      19063.866    
      7800   268.40497      324.91128     -7790.4196      55.204431     -7735.2152      13921.1      
      7900   190.72033      230.87198     -7785.7763      39.226574     -7746.5497      4718.838     
      8000   224.60976      271.89603     -7789.3317      46.196813     -7743.1349      3136.2169    
      8100   259.43032      314.04723     -7789.7971      53.358563     -7736.4385     -2736.0939    
      8200   272.51891      329.89131     -7790.1722      56.050569     -7734.1216      2711.7594    
      8300   235.80328      285.44608     -7787.9003      48.499051     -7739.4013     -11145.631    
      8400   219.97589      266.2866      -7797.2872      45.243738     -7752.0434      1053.6208    
      8500   193.64236      234.40918     -7796.5719      39.827566     -7756.7443      3790.76      
      8600   234.28454      283.6076      -7798.5619      48.186681     -7750.3752      8047.7684    
      8700   257.09531      311.22064     -7798.5588      52.878308     -7745.6805      6032.2855    
      8800   232.98449      282.03386     -7791.7543      47.919294     -7743.835       1165.6745    
      8900   271.78138      328.99851     -7799.791       55.898878     -7743.8921      10985.707    
      9000   215.83662      261.2759      -7800.9974      44.392389     -7756.605       10626.466    
      9100   223.27645      270.28202     -7803.4015      45.922583     -7757.479       13596.818    
      9200   232.66086      281.6421      -7798.4716      47.852731     -7750.6188      7226.0587    
      9300   235.74019      285.3697      -7795.5604      48.486074     -7747.0743      9998.2404    
      9400   266.89449      323.0828      -7796.9821      54.893762     -7742.0883      10882.813    
      9500   260.31057      315.1128      -7792.9361      53.539609     -7739.3965      8478.433     
      9600   241.785        292.68711     -7791.5997      49.729346     -7741.8703      5113.8306    
      9700   212.51115      257.25034     -7794.9792      43.70842      -7751.2708     -247.35543    
      9800   237.97705      288.07748     -7797.7116      48.946143     -7748.7655      227.32566    
      9900   259.02307      313.55424     -7791.1961      53.2748       -7737.9213      1715.0874    
     10000   263.35216      318.79472     -7787.3103      54.165191     -7733.1451     -87.228617    
     10100   245.69195      297.41657     -7783.3833      50.532911     -7732.8504      1534.0988    
     10200   254.21556      307.73463     -7786.1155      52.286012     -7733.8295      332.7924     
     10300   256.9247       311.01411     -7790.3033      52.843217     -7737.4601     -4560.5648    
     10400   174.3332       211.03492     -7782.9278      35.856136     -7747.0716     -443.10402    
     10500   244.1212       295.51513     -7802.0454      50.209845     -7751.8356      5016.1826    
     10600   218.2664       264.21722     -7800.2039      44.892137     -7755.3117      8816.7902    
     10700   225.94093      273.50744     -7791.0946      46.470603     -7744.624       11858.845    
     10800   241.59255      292.45414     -7785.1862      49.689763     -7735.4964      5554.6533    
     10900   279.34634      338.15609     -7789.0583      57.454808     -7731.6035      10986.978    
     11000   237.89337      287.97618     -7786.5645      48.928931     -7737.6356      15529.845    
     11100   255.15553      308.87248     -7797.0962      52.479341     -7744.6169      9064.8308    
     11200   232.54187      281.49805     -7801.901       47.828256     -7754.0728      13953.696    
     11300   187.74955      227.27578     -7801.5485      38.615557     -7762.933       9598.5985    
     11400   245.18421      296.80193     -7803.0713      50.42848      -7752.6428      6227.9198    
     11500   257.48947      311.69778     -7795.3057      52.959377     -7742.3463      1684.3795    
     11600   279.56253      338.4178      -7799.111       57.499273     -7741.6117      2596.5925    
     11700   238.39967      288.58908     -7793.4643      49.033066     -7744.4313     -2110.7113    
     11800   214.81777      260.04256     -7795.5707      44.182837     -7751.3879      2483.8968    
     11900   214.21694      259.31524     -7801.891       44.05926      -7757.8317     -1357.618     
     12000   235.55431      285.14469     -7802.6578      48.447843     -7754.21       -453.66057    
     12100   241.70197      292.5866      -7789.3896      49.712269     -7739.6773      1492.1795    
     12200   273.98151      331.66183     -7790.9057      56.351392     -7734.5543      3976.1546    
     12300   284.26097      344.10539     -7799.2371      58.46563      -7740.7715      6224.7726    
     12400   234.09482      283.37794     -7797.4308      48.147661     -7749.2832      12117.104    
     12500   220.09791      266.43431     -7794.1282      45.268835     -7748.8594      8715.7035    
     12600   246.93669      298.92336     -7791.6346      50.788924     -7740.8457      3889.9743    
     12700   247.17473      299.21151     -7787.2968      50.837883     -7736.4589      7958.6062    
     12800   269.3545       326.06071     -7790.0474      55.399727     -7734.6477      11632.082    
     12900   246.43309      298.31374     -7785.4985      50.685347     -7734.8131      9034.6967    
     13000   282.09381      341.48198     -7789.03        58.019896     -7731.0101      5655.2313    
     13100   247.65438      299.79214     -7778.7685      50.936536     -7727.8319      1324.2111    
     13200   229.54007      277.8643      -7781.7218      47.210859     -7734.5109      4787.95      
     13300   242.92015      294.06123     -7791.6178      49.962818     -7741.655       8675.3077    
     13400   246.59519      298.50997     -7793.7426      50.718687     -7743.0239      5930.0026    
     13500   237.9378       288.02996     -7784.5198      48.938069     -7735.5818      4381.2205    
     13600   298.61955      361.48682     -7783.5687      61.418843     -7722.1498     -2668.3453    
     13700   294.16001      356.08844     -7786.4965      60.501623     -7725.9949      2467.8174    
     13800   248.56564      300.89525     -7788.8766      51.12396      -7737.7527     -1501.2893    
     13900   248.61174      300.95105     -7790.5619      51.133441     -7739.4285      2187.0713    
     14000   231.64616      280.41377     -7789.2112      47.64403      -7741.5671      288.44183    
     14100   239.1497       289.49701     -7796.2949      49.187328     -7747.1076      4191.843     
     14200   220.83463      267.32614     -7802.7397      45.420361     -7757.3193      11409.038    
     14300   235.23686      284.76041     -7803.1032      48.382551     -7754.7206      7860.5167    
     14400   273.22675      330.74818     -7797.2417      56.196157     -7741.0455      10480.417    
     14500   241.56597      292.42196     -7791.8523      49.684296     -7742.168       8171.8802    
     14600   201.8615       244.35866     -7787.9052      41.518045     -7746.3871      10180.461    
     14700   289.66695      350.64946     -7804.4475      59.577509     -7744.87        9224.377     
     14800   236.65097      286.47223     -7801.8462      48.673401     -7753.1728      12454.561    
     14900   191.50822      231.82574     -7798.5201      39.388624     -7759.1315      11794.564    
     15000   237.63946      287.66882     -7797.9602      48.876708     -7749.0835      9718.0099    
     15100   280.97468      340.12725     -7797.7171      57.789719     -7739.9274      8272.4879    
     15200   239.06578      289.39542     -7788.1688      49.170068     -7738.9988      13931.451    
     15300   209.97105      254.17548     -7783.8845      43.185983     -7740.6985      1463.8786    
     15400   258.2534       312.62254     -7794.679       53.116499     -7741.5625     -1906.1086    
     15500   216.88733      262.54782     -7793.8408      44.608495     -7749.2323     -6683.3521    
     15600   221.84911      268.55419     -7796.5839      45.629014     -7750.9549      3423.1075    
     15700   242.19539      293.18389     -7788.4812      49.813753     -7738.6674     -299.18873    
     15800   259.49066      314.12028     -7785.3251      53.370974     -7731.9541      5571.7709    
     15900   238.29406      288.46123     -7781.3532      49.011344     -7732.3418      2846.3523    
     16000   242.8176       293.9371      -7782.3917      49.941728     -7732.45        5960.7105    
     16100   245.65653      297.37369     -7783.785       50.525626     -7733.2594      8854.3316    
     16200   272.15868      329.45525     -7793.1         55.97648      -7737.1235      9277.7403    
     16300   231.35639      280.063       -7792.3727      47.584432     -7744.7882      11771.455    
     16400   226.11984      273.72402     -7789.7081      46.507401     -7743.2007      14347.684    
     16500   244.30413      295.73658     -7781.4914      50.24747      -7731.2439      7639.1679    
     16600   274.60643      332.41831     -7787.5982      56.479922     -7731.1183      14024.753    
     16700   242.25943      293.26142     -7787.8453      49.826925     -7738.0184      8114.6383    
     16800   257.19904      311.34621     -7792.7925      52.899642     -7739.8929      13919.755    
     16900   278.79238      337.48551     -7796.7224      57.340871     -7739.3815      12295.071    
     17000   241.93552      292.86931     -7798.5748      49.760303     -7748.8145      8748.1855    
     17100   191.75071      232.11929     -7798.7814      39.4385       -7759.3429      8106.5884    
     17200   228.93847      277.13604     -7799.7966      47.087125     -7752.7094      2094.8728    
     17300   234.53818      283.91464     -7793.6118      48.238851     -7745.373       1819.5782    
     17400   247.18919      299.22901     -7792.1452      50.840857     -7741.3043      141.14797    
     17500   267.03861      323.25727     -7794.6547      54.923405     -7739.7313      1751.5437    
     17600   245.3966       297.05905     -7798.0516      50.472166     -7747.5794      4368.0054    
     17700   207.33831      250.98848     -7799.8265      42.644492     -7757.182       5734.1502    
     17800   233.82083      283.04627     -7800.1931      48.091308     -7752.1017      2255.2279    
     17900   270.15043      327.0242      -7797.8962      55.563431     -7742.3327      4556.0364    
     18000   244.92702      296.4906      -7790.2327      50.375584     -7739.8571      6761.3743    
     18100   253.25298      306.5694      -7791.1656      52.088034     -7739.0776     -619.7204     
     18200   242.89912      294.03578     -7789.3615      49.958494     -7739.403      -576.67121    
     18300   224.19821      271.39784     -7789.7522      46.112168     -7743.64        5199.3888    
     18400   230.36191      278.85915     -7789.8067      47.379892     -7742.4268      6878.2566    
     18500   280.45129      339.49366     -7784.8136      57.682069     -7727.1315      10164.765    
     18600   298.1024       360.8608      -7784.7345      61.312478     -7723.422       12460.602    
     18700   257.97842      312.28967     -7782.5171      53.059943     -7729.4571      16553.865    
     18800   227.85518      275.82469     -7782.7447      46.864317     -7735.8803      9980.2752    
     18900   278.69966      337.37327     -7796.8674      57.321801     -7739.5456      9546.5075    
     19000   233.26775      282.37675     -7788.9385      47.977554     -7740.961      -1285.2499    
     19100   263.24187      318.66121     -7789.4431      54.142507     -7735.3006     -8694.8978    
     19200   205.1575       248.34856     -7772.3181      42.195953     -7730.1222     -5853.5952    
     19300   289.06679      349.92296     -7779.1707      59.454071     -7719.7166     -5769.5709    
     19400   326.1751       394.84354     -7774.077       67.086355     -7706.9907     -5711.4825    
     19500   296.91729      359.42619     -7781.8518      61.068728     -7720.7831     -3724.1586    
     19600   270.95677      328.0003      -7790.8972      55.729276     -7735.1679      3560.2344    
     19700   246.1228       297.93812     -7795.352       50.621526     -7744.7305      5018.0216    
     19800   244.2015       295.61234     -7797.6234      50.226362     -7747.3971      5413.9797    
     19900   249.36235      301.85969     -7797.1737      51.287824     -7745.8859      3467.6209    
     20000   208.20399      252.03641     -7785.4706      42.822542     -7742.6481      5846.5504    
     20100   293.08589      354.78819     -7792.029       60.280703     -7731.7483      7674.3236    
     20200   293.48716      355.27394     -7794.743       60.363235     -7734.3798      12139.253    
     20300   236.05796      285.75437     -7796.6131      48.551432     -7748.0617      8636.7396    
     20400   222.60657      269.47111     -7797.9284      45.784805     -7752.1436      8958.5165    
     20500   252.28974      305.40337     -7800.4364      51.889917     -7748.5465      9317.7626    
     20600   261.34932      316.37023     -7798.1598      53.753255     -7744.4065      11173.154    
     20700   249.56911      302.10997     -7791.096       51.330349     -7739.7656      3661.2933    
     20800   298.83677      361.74977     -7788.811       61.463519     -7727.3475     -2030.9439    
     20900   289.51366      350.46391     -7792.7282      59.545982     -7733.1822      11876.211    
     21000   231.94122      280.77095     -7793.0828      47.704718     -7745.378      -3275.2927    
     21100   244.58749      296.07959     -7795.4918      50.30575      -7745.186      -188.66006    
     21200   244.26448      295.68858     -7788.8494      50.239315     -7738.6101     -1247.2291    
     21300   240.19055      290.75698     -7780.9459      49.401405     -7731.5445      6264.003     
     21400   287.19374      347.65558     -7778.775       59.068829     -7719.7061     -1528.4683    
     21500   322.1571       389.97964     -7782.5439      66.259948     -7716.2839     -7693.1676    
     21600   235.51472      285.09677     -7786.5087      48.439701     -7738.069       1341.0101    
     21700   245.62246      297.33246     -7790.636       50.51862      -7740.1174      3611.1947    
     21800   230.11383      278.55885     -7787.9656      47.328868     -7740.6367      7927.4678    
     21900   283.33706      342.98697     -7792.1377      58.275604     -7733.8621      9166.9454    
     22000   273.41791      330.97958     -7785.5304      56.235473     -7729.2949      17955.313    
     22100   231.79572      280.59482     -7779.743       47.674792     -7732.0682      20281.432    
     22200   256.49325      310.49183     -7793.3117      52.754479     -7740.5573      11295.794    
     22300   224.01462      271.17559     -7796.4724      46.074407     -7750.398       13578.091    
     22400   219.44486      265.64378     -7795.8882      45.134518     -7750.7537      13521.552    
     22500   284.20817      344.04146     -7791.6542      58.454769     -7733.1995      5737.8175    
     22600   264.20777      319.83045     -7788.933       54.341168     -7734.5918      1662.8824    
     22700   203.54777      246.39993     -7783.0715      41.86487      -7741.2066      6592.0032    
     22800   266.41084      322.49734     -7794.8827      54.794288     -7740.0884     -714.11886    
     22900   253.71996      307.13469     -7796.1331      52.18408      -7743.949       995.13522    
     23000   215.18534      260.48752     -7796.7684      44.258438     -7752.51        2575.3373    
     23100   200.87821      243.16835     -7794.7973      41.315804     -7753.4815      1997.8644    
     23200   261.62102      316.69913     -7794.8587      53.809136     -7741.0495     -1695.7416    
     23300   307.64945      372.41776     -7795.0575      63.276076     -7731.7814      2436.241     
     23400   265.98019      321.97602     -7793.1124      54.705714     -7738.4067      11523.973    
     23500   257.487        311.69479     -7799.1039      52.958869     -7746.145       6477.8704    
     23600   246.41706      298.29433     -7800.7496      50.682049     -7750.0676      4227.3712    
     23700   219.48282      265.68973     -7793.5387      45.142324     -7748.3964      3070.6459    
     23800   263.28486      318.71325     -7793.0651      54.151348     -7738.9138      7302.5799    
     23900   231.06062      279.70496     -7783.6287      47.523599     -7736.1051      2034.9136    
     24000   277.59503      336.03608     -7792.5034      57.094605     -7735.4088      1335.1318    
     24100   229.84595      278.23457     -7790.5083      47.273771     -7743.2345      3555.9891    
     24200   235.7823       285.42068     -7793.6368      48.494735     -7745.142       7467.057     
     24300   226.62916      274.34056     -7786.9328      46.612155     -7740.3207     -2900.6159    
     24400   272.22289      329.53297     -7780.8249      55.989687     -7724.8352      6984.1938    
     24500   253.53401      306.90959     -7778.1496      52.145834     -7726.0038     -2460.4261    
     24600   267.21312      323.46851     -7788.8884      54.959297     -7733.9291      4023.5471    
     24700   225.46642      272.93303     -7786.8874      46.373006     -7740.5144     -4198.4048    
     24800   213.19139      258.07379     -7782.5234      43.84833      -7738.6751      411.37772    
     24900   253.08393      306.36475     -7786.1331      52.053263     -7734.0799     -994.97105    
     25000   261.3156       316.32941     -7786.8766      53.74632      -7733.1303     -5353.0156    
     25100   228.15329      276.18556     -7784.8872      46.925631     -7737.9616     -1337.6936    
     25200   199.12806      241.04976     -7789.2607      40.955843     -7748.3048     -3587.1092    
     25300   237.71643      287.76199     -7802.7874      48.892538     -7753.8949     -2688.5042    
     25400   230.99295      279.62305     -7801.1834      47.509682     -7753.6737      4225.1495    
     25500   258.86393      313.3616      -7791.8534      53.24207      -7738.6113      4789.2775    
     25600   262.81222      318.14111     -7786.3559      54.054139     -7732.3017     -1492.6354    
     25700   270.24959      327.14424     -7794.2254      55.583825     -7738.6416      9904.5876    
     25800   264.03034      319.61567     -7802.6216      54.304676     -7748.3169      9753.2491    
     25900   233.84485      283.07535     -7798.9958      48.096249     -7750.8995      12139.875    
     26000   228.03693      276.04471     -7792.3986      46.9017       -7745.4969      8476.5793    
     26100   286.16121      346.40567     -7795.9454      58.856462     -7737.0889      10083.258    
     26200   253.18759      306.49024     -7796.7162      52.074583     -7744.6416     -2714.5897    
     26300   256.90111      310.98555     -7799.9545      52.838364     -7747.1161      8601.1679    
     26400   223.46311      270.50798     -7795.3263      45.960975     -7749.3653      4879.7057    
     26500   251.11088      303.97633     -7799.5714      51.647455     -7747.924      -2169.3513    
     26600   263.05217      318.43158     -7795.2782      54.10349      -7741.1747     -5605.8609    
     26700   253.10878      306.39484     -7786.257       52.058375     -7734.1986     -1334.5846    
     26800   251.78641      304.79407     -7787.4537      51.786395     -7735.6673      913.61894    
     26900   234.15448      283.45016     -7795.0728      48.159933     -7746.9129     -4398.0137    
     27000   203.37221      246.18741     -7793.6372      41.828761     -7751.8084      1403.4298    
     27100   240.07659      290.61903     -7792.747       49.377967     -7743.3691     -2084.2543    
     27200   256.11502      310.03397     -7786.9895      52.676686     -7734.3128      2.4182999    
     27300   247.25082      299.30363     -7783.7003      50.853534     -7732.8468      1120.3842    
     27400   282.49768      341.97088     -7793.1853      58.102963     -7735.0824      10001.376    
     27500   198.32446      240.07698     -7786.8819      40.790561     -7746.0913      4417.4928    
     27600   184.6154       223.4818      -7782.5004      37.970938     -7744.5295     -2743.2996    
     27700   250.15297      302.81676     -7790.3061      51.450436     -7738.8557      8680.5622    
     27800   234.00525      283.26952     -7787.2504      48.12924      -7739.1212      13984.949    
     27900   274.10155      331.80714     -7791.9743      56.376082     -7735.5982      3346.0418    
     28000   302.01554      365.59776     -7790.5243      62.117316     -7728.407      -2571.9519    
     28100   284.74624      344.69282     -7786.908       58.565437     -7728.3425      1797.1567    
     28200   244.97212      296.54519     -7791.631       50.384859     -7741.2461      1591.0662    
     28300   234.29034      283.61462     -7796.0084      48.187875     -7747.8205     -150.58707    
     28400   253.06688      306.34412     -7802.1543      52.049757     -7750.1045      2733.1999    
     28500   213.21041      258.09681     -7797.7535      43.852242     -7753.9013     -1272.2948    
     28600   237.77122      287.82832     -7798.5193      48.903809     -7749.6155      5711.2493    
