thermo          100
thermo_style    custom step temp c_ctemp pe ke etotal press
dump            traj all custom ${DUMPEVERY} trajectories/${MODEL}_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/${MODEL}_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/model_b_ramp_${STAGE}.lammpstrj id type xu yu zu
dump            traj all custom 100 trajectories/model_b_ramp_300K.lammpstrj id type xu yu zu
dump_modify     traj sort id

# CONTINUOUS HEAT-UP: NO velocity re-initialization. The carried-over state is
# brought to TSTAGE by the thermostat (the start structure is ~300 K from
# Phase 4/5 equilibration; each later stage continues from the previous final).
fix             nvt mobile nvt temp ${TSTAGE} ${TSTAGE} ${TDAMP}
fix             nvt mobile nvt temp 300 ${TSTAGE} ${TDAMP}
fix             nvt mobile nvt temp 300 300 ${TDAMP}
fix             nvt mobile nvt temp 300 300 25
timestep        ${DT}
timestep        0.25
run             ${NSTEPS}
run             40000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- pair reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 number =  {4--5},
 pages =   {245--259}
}

- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 pages =   {245--259}
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

WARNING: Fix recenter should come after all other integration fixes (src/fix_recenter.cpp:130)
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 2 2 7
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reaxff, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Per MPI rank memory allocation (min/avg/max) = 92.69 | 92.69 | 92.69 Mbytes
   Step          Temp         c_ctemp         PotEng         KinEng         TotEng         Press     
      6400   209.67799      254.60899     -7451.366       42.500698     -7408.8653      18423.338    
      6500   219.35463      266.3592      -7460.2629      44.462106     -7415.8008      17924.254    
      6600   239.30652      290.58649     -7459.7454      48.506255     -7411.2392      24174.056    
      6700   260.85585      316.75353     -7447.3684      52.874198     -7394.4942      33282.855    
      6800   286.16062      347.48075     -7453.8198      58.00335      -7395.8164      26503.834    
      6900   234.11696      284.28488     -7452.9437      47.454356     -7405.4894      26114.42     
      7000   249.51314      302.98024     -7458.766       50.575087     -7408.1909      21411.603    
      7100   249.88996      303.4378      -7459.1393      50.651465     -7408.4878      21943.606    
      7200   258.73854      314.18251     -7456.8154      52.445029     -7404.3703      33372.204    
      7300   258.06853      313.36893     -7448.1487      52.309222     -7395.8395      28253.551    
      7400   291.34595      353.77722     -7449.6963      59.054392     -7390.6419      23802.45     
      7500   229.30895      278.44659     -7443.9739      46.479797     -7397.4941      22039.934    
      7600   292.11333      354.70904     -7467.0793      59.209935     -7407.8693      21014.54     
      7700   220.49168      267.73989     -7457.2206      44.692579     -7412.528       17565.46     
      7800   217.51424      264.12444     -7454.7114      44.089067     -7410.6224      28306.848    
      7900   307.40639      373.27919     -7458.9623      62.309764     -7396.6526      17225.946    
      8000   252.22812      306.277       -7443.7736      51.125399     -7392.6482      17062.635    
      8100   290.39535      352.62292     -7457.4693      58.86171      -7398.6076      18553.698    
      8200   219.78379      266.88031     -7451.7454      44.549093     -7407.1963      23769.601    
      8300   221.1834       268.57984     -7451.9917      44.832787     -7407.1589      18452.187    
      8400   252.31882      306.38714     -7452.4284      51.143784     -7401.2846      17558.223    
      8500   279.33513      339.19266     -7446.0792      56.619857     -7389.4594      20904.425    
      8600   309.94002      376.35574     -7443.6202      62.823319     -7380.7969      33549.016    
      8700   267.46278      324.77623     -7450.2399      54.21339      -7396.0265      32068.116    
      8800   258.82717      314.29014     -7458.9224      52.462996     -7406.4594      25018.765    
      8900   235.00651      285.36505     -7454.7149      47.634665     -7407.0802      17107.83     
      9000   243.91912      296.1875      -7452.5451      49.441206     -7403.1039      26670.982    
      9100   276.46148      335.70323     -7451.7045      56.037384     -7395.6671      26188.395    
      9200   295.1384       358.38235     -7459.5941      59.823103     -7399.771       25965.045    
      9300   221.66915      269.16968     -7459.4948      44.931246     -7414.5635      19463.324    
      9400   223.14139      270.9574      -7459.1755      45.229662     -7413.9459      20636.672    
      9500   255.93697      310.78061     -7461.3344      51.877166     -7409.4572      27845.978    
      9600   281.69005      342.05221     -7456.9593      57.097189     -7399.8621      15840.951    
      9700   311.53565      378.29329     -7454.4887      63.146745     -7391.342       30589.048    
      9800   225.99528      274.42284     -7449.6658      45.808132     -7403.8576      24633.349    
      9900   212.66859      258.24043     -7456.8704      43.106878     -7413.7635      20521.295    
     10000   212.46939      257.99855     -7456.2142      43.066501     -7413.1477      28221.536    
     10100   271.57131      329.76516     -7459.274       55.046169     -7404.2278      17655.774    
     10200   280.03988      340.04842     -7455.8267      56.762706     -7399.064       34792.25     
     10300   223.71759      271.65708     -7444.1366      45.346456     -7398.7902      24240.843    
     10400   257.70264      312.92463     -7451.6387      52.235058     -7399.4036      29078.726    
     10500   191.4381       232.46055     -7451.2097      38.803562     -7412.4061      20611.504    
     10600   217.00058      263.50071     -7460.7039      43.984952     -7416.7189      18697.68     
     10700   231.36391      280.94189     -7457.3958      46.896327     -7410.4994      24378.443    
     10800   280.5955       340.72311     -7457.9334      56.875329     -7401.058       17052.877    
     10900   255.19954      309.88515     -7453.1925      51.727692     -7401.4648      24831.518    
     11000   242.72319      294.7353      -7451.354       49.198797     -7402.1552      15038.044    
     11100   310.76794      377.36107     -7447.9777      62.991133     -7384.9865      24454.057    
     11200   268.68087      326.25534     -7444.3114      54.460291     -7389.8511      27974.777    
     11300   251.97717      305.97228     -7448.9956      51.074534     -7397.9211      27885.4      
     11400   246.40363      299.20441     -7450.6609      49.944804     -7400.7161      32211.339    
     11500   241.763        293.56936     -7453.8697      49.004172     -7404.8655      18622.176    
     11600   233.94739      284.07897     -7460.4985      47.419985     -7413.0785      27870.29     
     11700   212.3917       257.90421     -7466.7149      43.050754     -7423.6641      12825.179    
     11800   189.46634      230.06627     -7466.1899      38.403895     -7427.786       26398.735    
     11900   265.17443      321.99752     -7463.9468      53.749553     -7410.1972      23524.081    
     12000   236.94664      287.72091     -7452.5486      48.027918     -7404.5206      22498.467    
     12100   249.2346       302.64201     -7448.5311      50.518627     -7398.0124      32530.159    
     12200   294.58031      357.70466     -7452.1549      59.709981     -7392.4449      31850.644    
     12300   267.38678      324.68395     -7451.8559      54.197987     -7397.6579      21348.643    
     12400   230.27414      279.61859     -7458.8693      46.675435     -7412.1938      25098.249    
     12500   254.48641      309.01922     -7464.4296      51.583145     -7412.8464      15087.868    
     12600   226.30244      274.79582     -7455.2651      45.870392     -7409.3947      33569.755    
     12700   223.88431      271.85952     -7446.1517      45.380249     -7400.7715      22371.504    
     12800   265.33536      322.19293     -7447.2186      53.782172     -7393.4364      21371.013    
     12900   277.65261      337.1496      -7454.164       56.278819     -7397.8851      26755.125    
     13000   245.6819       298.32802     -7454.5488      49.798513     -7404.7503      19785.63     
     13100   232.57014      282.4066      -7450.9913      47.140823     -7403.8505      20881.589    
     13200   296.8212       360.42574     -7458.0656      60.164198     -7397.9014      20894.57     
     13300   261.11602      317.06945     -7457.0311      52.926933     -7404.1041      28297.631    
     13400   212.15939      257.62212     -7451.8096      43.003665     -7408.806       28064.242    
     13500   254.27529      308.76286     -7452.5513      51.540352     -7401.011       21192.725    
     13600   261.67921      317.75332     -7443.853       53.041089     -7390.8119      23620.062    
     13700   264.07737      320.66537     -7440.7751      53.527184     -7387.2479      25710.665    
     13800   253.89173      308.2971      -7445.3469      51.462605     -7393.8843      15600.99     
     13900   239.20985      290.4691      -7456.4735      48.48666      -7407.9869      24059.996    
     14000   215.50408      261.68352     -7457.4763      43.681617     -7413.7946      28427.645    
     14100   210.06844      255.08311     -7449.8203      42.57984      -7407.2405      19345.597    
     14200   267.44043      324.74909     -7450.5717      54.20886      -7396.3628      36386.09     
     14300   306.76567      372.50117     -7460.3842      62.179892     -7398.2043      23390.077    
     14400   201.22549      244.34524     -7446.7215      40.787418     -7405.9341      23178.689    
     14500   231.47311      281.07449     -7452.8745      46.918461     -7405.9561      23130.266    
     14600   251.77936      305.73208     -7456.2719      51.034439     -7405.2375      30442.274    
     14700   233.40406      283.41921     -7440.8763      47.309855     -7393.5665      21618.944    
     14800   276.59199      335.86171     -7443.3808      56.063837     -7387.317       21348.38     
     14900   272.61736      331.03536     -7454.7281      55.258198     -7399.4699      17613.697    
     15000   240.72355      292.30716     -7455.759       48.793479     -7406.9655      31599.229    
     15100   212.08245      257.52869     -7447.7006      42.98807      -7404.7125      35000.436    
     15200   251.26846      305.1117      -7446.9892      50.930881     -7396.0583      27600.479    
     15300   285.34195      346.48665     -7443.8233      57.83741      -7385.9859      26954.322    
     15400   351.14589      426.39144     -7448.1663      71.175545     -7376.9907      26970.458    
     15500   296.56938      360.11996     -7452.1658      60.113155     -7392.0526      20948.487    
     15600   213.07751      258.73697     -7443.6571      43.189763     -7400.4674      25284.745    
     15700   216.32255      262.67738     -7447.3844      43.847516     -7403.5368      20953.768    
     15800   226.38978      274.90188     -7451.5153      45.888096     -7405.6272      22872.767    
     15900   246.37054      299.16422     -7453.9313      49.938097     -7403.9932      17050.299    
     16000   297.4343       361.17022     -7459.3442      60.288471     -7399.0557      19606.937    
     16100   242.82162      294.85483     -7444.2324      49.21875      -7395.0137      13072.114    
     16200   253.20573      307.46411     -7449.5867      51.323557     -7398.2632      21747.827    
     16300   270.7104       328.71978     -7462.8028      54.871668     -7407.9312      24848.389    
     16400   170.40507      206.92044     -7451.0519      34.54027      -7416.5116      27650.315    
     16500   238.02873      289.03489     -7458.2319      48.247254     -7409.9847      17774.597    
     16600   220.92796      268.26967     -7449.3175      44.781012     -7404.5365      20711.611    
     16700   254.29778      308.79016     -7449.9099      51.544909     -7398.365       18930.362    
     16800   256.69671      311.70314     -7450.1976      52.03116      -7398.1665      21691.623    
     16900   244.47624      296.864       -7450.1483      49.554131     -7400.5942      32229.651    
     17000   239.76898      291.14805     -7461.2793      48.599993     -7412.6793      21487.817    
     17100   220.52316      267.77812     -7464.7432      44.698961     -7420.0443      30305.202    
     17200   201.213        244.33007     -7457.3836      40.784886     -7416.5987      21442.305    
     17300   239.56738      290.90325     -7453.3772      48.55913      -7404.818       32340.531    
     17400   257.26474      312.3929      -7453.3079      52.146298     -7401.1616      35110.073    
     17500   266.03324      323.04036     -7452.2544      53.923629     -7398.3308      29444.74     
     17600   232.06482      281.79299     -7453.802       47.038398     -7406.7636      25737.968    
     17700   224.46879      272.56924     -7459.4992      45.498719     -7414.0005      10296.039    
     17800   249.65112      303.14778     -7461.2353      50.603054     -7410.6323      23385.43     
     17900   247.38787      300.39955     -7457.1936      50.144304     -7407.0493      31227.35     
     18000   279.32784      339.18381     -7460.8645      56.61838      -7404.2462      25503.969    
     18100   225.69841      274.06235     -7448.2395      45.747958     -7402.4916      32282.455    
     18200   286.39589      347.76643     -7448.6516      58.051038     -7390.6005      19807.972    
     18300   244.80574      297.26412     -7444.479       49.620921     -7394.8581      22059.57     
     18400   224.00094      272.00114     -7446.1602      45.403889     -7400.7563      33144.225    
     18500   268.30554      325.79959     -7463.353       54.384215     -7408.9688      27116.872    
     18600   197.88711      240.29149     -7457.257       40.110744     -7417.1463      23493.815    
     18700   211.70184      257.06652     -7455.0506      42.910922     -7412.1397      31216.552    
     18800   260.20359      315.9615      -7459.6141      52.741988     -7406.8721      26197.472    
     18900   267.35639      324.64705     -7457.7874      54.191826     -7403.5956      18178.707    
     19000   254.35095      308.85472     -7455.4749      51.555686     -7403.9192      25447.461    
     19100   248.8602       302.18739     -7464.3256      50.44274      -7413.8829      22135.503    
     19200   207.59802      252.08331     -7466.3412      42.079098     -7424.2621      16285.751    
     19300   224.49162      272.59696     -7462.7774      45.503347     -7417.2741      25210.271    
     19400   221.86836      269.41159     -7451.8889      44.971627     -7406.9173      24009.357    
     19500   256.36372      311.2988      -7451.3242      51.963666     -7399.3606      204.67153    
     19600   285.74337      346.97409     -7456.8401      57.918776     -7398.9213      22781.977    
     19700   202.08928      245.39412     -7452.5144      40.962503     -7411.5519      20833.048    
     19800   229.67904      278.89598     -7459.5619      46.554812     -7413.007       28384.473    
     19900   252.46871      306.56914     -7459.9283      51.174166     -7408.7541      25535.203    
     20000   265.66976      322.59899     -7461.6686      53.849954     -7407.8187      30277.315    
     20100   205.50806      249.5455      -7448.6492      41.655473     -7406.9937      22938.695    
     20200   269.08347      326.74421     -7450.6104      54.541896     -7396.0685      22169.309    
     20300   272.52917      330.92828     -7449.9187      55.240323     -7394.6783      32021.825    
     20400   258.97637      314.47131     -7457.3473      52.493237     -7404.8541      27431.787    
     20500   242.18785      294.08525     -7463.0195      49.090286     -7413.9292      24071.402    
     20600   219.60027      266.65748     -7461.3951      44.511896     -7416.8832      26155.879    
     20700   197.05429      239.2802      -7450.4848      39.941935     -7410.5428      17671.457    
     20800   245.4526       298.04959     -7453.7062      49.752035     -7403.9542      22150.842    
     20900   278.31564      337.9547      -7461.9727      56.413211     -7405.5595      17371.783    
     21000   207.91424      252.46729     -7456.6454      42.143194     -7414.5022      26418.923    
     21100   222.93204      270.70319     -7458.0785      45.187229     -7412.8913      4685.6085    
     21200   287.83614      349.51532     -7459.236       58.342971     -7400.8931      29634.662    
     21300   259.28414      314.84503     -7453.0293      52.55562      -7400.4737      27726.264    
     21400   285.72591      346.9529      -7459.0039      57.915238     -7401.0887      26714.56     
     21500   230.56759      279.97493     -7453.2862      46.734917     -7406.5513      25025.078    
     21600   199.22117      241.91142     -7457.876       40.381152     -7417.4949      8953.9656    
     21700   206.9318       251.27433     -7461.8095      41.944058     -7419.8654      25410.76     
     21800   203.31772      246.8858      -7455.1713      41.211502     -7413.9598      13439.016    
     21900   277.93397      337.49125     -7463.4225      56.33585      -7407.0867      30413.18     
     22000   250.13075      303.7302      -7454.9444      50.700273     -7404.2442      26064.243    
     22100   239.4209       290.72538     -7451.2497      48.52944      -7402.7202      21112.986    
     22200   230.39991      279.77132     -7450.1988      46.700929     -7403.4978      30974.922    
     22300   234.92559      285.26679     -7456.3079      47.618263     -7408.6896      28529.431    
     22400   205.86781      249.98234     -7454.2379      41.728393     -7412.5095      19527.835    
     22500   286.58825      348.00002     -7460.7129      58.090029     -7402.6229      26255.29     
     22600   257.00367      312.07589     -7450.1499      52.093381     -7398.0566      29181.49     
     22700   245.24706      297.8         -7450.9698      49.710372     -7401.2595      25883.869    
     22800   258.28219      313.62837     -7455.3716      52.35253      -7403.0191      18744.553    
     22900   216.40445      262.77683     -7455.2251      43.864119     -7411.3609      26777.004    
     23000   225.47711      273.79363     -7463.845       45.703101     -7418.1419      27014.334    
     23100   243.84093      296.09255     -7461.5242      49.425357     -7412.0988      21825.759    
     23200   282.51962      343.05954     -7459.7822      57.265338     -7402.5169      21005.075    
     23300   213.10384      258.76894     -7445.3394      43.1951       -7402.1443      22639.166    
     23400   221.33856      268.76826     -7445.3033      44.864239     -7400.439       21237.789    
     23500   234.96589      285.31572     -7456.5066      47.626431     -7408.8802      25060.974    
     23600   261.26946      317.25577     -7470.2709      52.958035     -7417.3129      23494.26     
     23700   220.0066       267.15087     -7462.3869      44.594257     -7417.7927      24232.619    
     23800   236.05115      286.63354     -7454.7607      47.846408     -7406.9143      30460.124    
     23900   249.90574      303.45697     -7452.0983      50.654665     -7401.4437      24871.066    
     24000   249.99289      303.56279     -7453.9659      50.67233      -7403.2936      34105.819    
     24100   242.64927      294.64554     -7455.0957      49.183814     -7405.9119      20476.545    
     24200   258.60961      314.02595     -7461.9611      52.418896     -7409.5422      18566.701    
     24300   181.20236      220.03144     -7454.8049      36.728827     -7418.076       25855.938    
     24400   227.1121       275.77898     -7458.6554      46.034507     -7412.6209      25367.117    
     24500   294.0169       357.02052     -7461.5826      59.59578      -7401.9869      20890.731    
     24600   277.1059       336.48574     -7461.0841      56.168004     -7404.916       15154.441    
     24700   214.53738      260.50967     -7454.0796      43.485672     -7410.5939      37314.196    
     24800   244.10716      296.41584     -7458.2034      49.479322     -7408.7241      24839.399    
     24900   299.33294      363.47571     -7463.95        60.673315     -7403.2767      17961.564    
     25000   303.40739      368.42326     -7451.1582      61.499186     -7389.659       19998.31     
     25100   244.79597      297.25225     -7438.0173      49.618939     -7388.3983      29496.933    
     25200   260.70531      316.57073     -7452.6062      52.843684     -7399.7626      14144.252    
     25300   233.82952      283.93584     -7457.3064      47.396094     -7409.9103      18048.183    
     25400   217.29719      263.86087     -7454.4945      44.045072     -7410.4495      18721.737    
     25500   278.89623      338.6597      -7458.5522      56.530894     -7402.0213      22345.913    
     25600   287.08319      348.60101     -7458.3957      58.19035      -7400.2054      23319.508    
     25700   222.76409      270.49925     -7450.778       45.153185     -7405.6248      31705.797    
     25800   265.0229       321.81352     -7456.8113      53.718838     -7403.0925      41165.904    
     25900   260.93146      316.84535     -7460.3035      52.889524     -7407.414       29927.677    
     26000   222.93988      270.71271     -7460.207       45.188818     -7415.0182      23446.714    
     26100   204.34748      248.13623     -7455.7294      41.42023      -7414.3092      24526.843    
     26200   279.67524      339.60565     -7452.2964      56.688796     -7395.6076      32205.31     
     26300   289.03786      350.97454     -7453.5163      58.586553     -7394.9298      27438.508    
     26400   250.37004      304.02076     -7453.9201      50.748775     -7403.1713      29519.488    
     26500   222.2491       269.8739      -7454.5976      45.048799     -7409.5488      15417.578    
     26600   236.24315      286.86668     -7457.7346      47.885325     -7409.8493      22478.787    
     26700   317.25722      385.24091     -7462.8497      64.306478     -7398.5433      19308.53     
     26800   247.47531      300.50573     -7444.9277      50.162029     -7394.7657      19445.985    
     26900   277.79359      337.32079     -7452.9129      56.307395     -7396.6055      24847.414    
     27000   231.17792      280.71605     -7458.4073      46.858628     -7411.5487      20001.784    
     27100   250.50213      304.18115     -7462.3437      50.775549     -7411.5682      22314.831    
     27200   251.94517      305.93342     -7455.9975      51.068047     -7404.9294      27427.299    
     27300   281.85241      342.24936     -7453.8666      57.130098     -7396.7365      22993.283    
     27400   247.27836      300.26658     -7448.533       50.122108     -7398.4109      33277.924    
     27500   265.37358      322.23935     -7455.4499      53.78992      -7401.66        22026.736    
     27600   279.03477      338.82793     -7461.4371      56.558976     -7404.8781      24170.796    
     27700   247.87821      300.99496     -7460.8133      50.243694     -7410.5696      20983.234    
     27800   215.54477      261.73294     -7454.9484      43.689866     -7411.2586      28287.303    
     27900   243.51234      295.69356     -7448.3576      49.358755     -7398.9988      20605.889    
     28000   280.974        341.18271     -7449.8393      56.952048     -7392.8873      26458.321    
     28100   316.92876      384.84207     -7458.7795      64.239902     -7394.5396      22304.134    
     28200   244.08161      296.38481     -7453.7997      49.474143     -7404.3256      18461.761    
     28300   244.33854      296.69679     -7460.2549      49.52622      -7410.7287      28048.616    
     28400   241.93754      293.7813      -7460.4078      49.03955      -7411.3683      29965.8      
     28500   247.63062      300.69433     -7454.7252      50.193509     -7404.5317      20294.668    
     28600   254.87253      309.48807     -7448.1373      51.661408     -7396.4759      19255.624    
     28700   245.55426      298.17303     -7438.7542      49.772642     -7388.9816      27828.474    
     28800   322.69029      391.83821     -7451.4058      65.407735     -7385.998       22973.408    
     28900   286.59111      348.00349     -7459.4548      58.090609     -7401.3642      19632.284    
     29000   218.58443      265.42395     -7454.3415      44.305988     -7410.0355      19895.264    
